Citing Journal Data: COGNITION,,,,,,,,,,,,,,
,Impact Factor,Cited Journal,All Yrs,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,Rest
1, ,ALL Journals,9415,106,483,602,629,566,538,567,532,422,402,4568
2, ,ALL OTHERS (1583),1583,24,66,58,76,66,51,58,76,47,53,1008
3,3.479,COGNITION,482,10,30,26,46,38,38,56,18,18,23,179
4,4.940,PSYCHOL SCI,248,7,21,16,8,33,12,14,25,21,13,78
5,4.237,J MEM LANG,230,2,18,10,6,10,15,44,14,11,4,96
6,7.972,PSYCHOL REV,215,0,4,5,11,6,9,10,5,6,8,151
7,2.862,J EXP PSYCHOL LEARN,189,1,10,14,4,10,7,7,6,10,8,112
8,21.965,TRENDS COGN SCI,173,1,7,11,8,11,18,16,11,11,14,65
9,4.061,CHILD DEV,156,2,5,10,8,8,5,5,4,9,4,96
10,3.358,J EXP PSYCHOL HUMAN,145,0,4,13,11,12,6,4,7,5,7,76
11, ,SCIENCE,138,0,1,3,11,12,5,6,5,7,8,80
12,5.929,J EXP PSYCHOL GEN,136,2,7,12,6,7,4,4,14,6,5,69
13,3.369,PSYCHON B REV,131,1,7,6,7,9,9,12,10,9,5,56
14, ,P NATL ACAD SCI USA,125,0,8,12,14,12,17,11,12,4,11,24
15,5.064,COGNITIVE PSYCHOL,114,0,4,8,2,4,6,0,2,4,9,75
16,4.141,DEV PSYCHOL,113,0,6,5,5,4,6,9,12,8,2,56
17,2.457,MEM COGNITION,112,0,1,6,5,1,4,7,3,6,4,75
18,3.808,DEVELOPMENTAL SCI,110,1,7,6,15,12,13,9,16,7,7,17
19,5.031,J PERS SOC PSYCHOL,96,2,0,4,3,2,4,3,5,1,2,70
20,4.085,J COGNITIVE NEUROSCI,95,0,5,3,7,6,12,5,9,4,5,39
21,14.756,PSYCHOL BULL,92,0,6,5,3,6,4,5,3,3,7,50
22,20.771,BEHAV BRAIN SCI,85,1,10,2,1,7,2,5,1,5,2,49
23,2.446,COGNITIVE SCI,85,0,1,4,10,11,5,6,1,8,5,34
24,3.302,NEUROPSYCHOLOGIA,82,2,5,6,9,15,8,3,6,4,2,22
