Citing Journal Data: LECTURE NOTES IN COMPUTER SCIENCE,,,,,,,,,,,,,,
,Impact Factor,Cited Journal,All Yrs,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,Rest
1, ,ALL Journals,293809,9528,33428,34615,30051,25210,21192,18630,15976,12640,10798,81741
2, ,ALL OTHERS (75932),75932,4102,10524,9336,7687,6076,5106,4298,3615,2780,2349,20059
3,0.402,LECT NOTES COMPUT SC,20241,829,3725,3326,2467,2152,1377,1117,978,737,611,2922
4,3.810,IEEE T PATTERN ANAL,3021,51,180,222,263,195,278,169,215,292,156,1000
5,1.797,COMMUN ACM,1969,18,74,106,88,48,110,64,38,66,47,1310
6,0.743,THEOR COMPUT SCI,1595,10,124,171,176,106,118,81,61,65,55,628
7,2.197,J ACM,1565,4,36,38,61,86,48,67,81,40,95,1009
8,1.875,IEEE T COMPUT,1497,26,64,101,162,88,98,62,65,43,92,696
9,2.153,PATTERN RECOGN,1278,46,116,201,120,100,79,72,55,54,75,360
10,1.195,SIAM J COMPUT,1274,7,28,61,50,39,76,104,78,54,38,739
11,0.302,LECT NOTES ARTIF INT,1257,36,214,251,194,129,137,72,74,36,26,88
12,2.638,ARTIF INTELL,1039,11,41,54,90,37,67,61,57,57,51,513
13,1.967,IEEE T SOFTWARE ENG,1038,3,59,68,61,46,61,35,80,71,61,493
14,2.183,IEEE T INFORM THEORY,1032,6,28,49,35,54,56,36,41,19,12,696
15,2.428,IEEE T IMAGE PROCESS,920,13,77,90,96,146,138,50,82,86,33,109
16,1.053,INFORM COMPUT,897,7,21,59,55,22,35,49,20,15,41,573
17,2.205,IEEE T NEURAL NETWOR,890,11,42,54,112,51,67,113,62,69,36,273
18,1.328,J COMPUT SYST SCI,884,6,23,56,40,23,83,27,32,53,22,519
19,3.657,INT J COMPUT VISION,850,20,77,53,102,44,60,39,84,83,40,248
20,3.939,IEEE T MED IMAGING,828,18,78,120,122,90,54,105,65,58,38,80
21,2.698,IEEE J SEL AREA COMM,814,8,78,69,82,31,119,90,101,47,35,154
22,3.887,P IEEE,782,18,36,64,39,27,30,63,32,52,29,392
23,3.108,MACH LEARN,759,1,22,43,59,53,51,56,19,139,68,248
24,6.019,BIOINFORMATICS,736,37,135,189,121,113,57,34,47,0,0,3
25,29.273,NATURE,691,7,45,53,83,56,111,92,63,19,18,144
26,30.927,SCIENCE,675,9,35,34,81,29,96,78,17,21,11,264
27,2.811,IEEE ACM T NETWORK,650,4,36,68,60,46,72,71,45,58,36,154
28,10.231,P NATL ACAD SCI USA,629,9,34,72,72,39,57,44,64,14,29,195
29,0.557,INFORM PROCESS LETT,586,12,32,46,45,29,21,23,34,29,23,292
30,7.552,NUCLEIC ACIDS RES,574,22,92,82,66,43,69,30,27,51,7,85
31,7.400,ACM COMPUT SURV,569,2,14,76,67,52,28,72,26,17,41,174
32,1.404,ACM T PROGR LANG SYS,538,3,21,17,23,21,17,41,19,40,26,310
33,2.591,NEURAL COMPUT,515,6,21,43,24,37,43,42,62,49,22,166
34,1.758,IEEE T KNOWL DATA EN,514,15,66,98,33,31,36,49,37,28,40,81
35,1.462,IEEE T PARALL DISTR,484,10,38,58,49,39,42,34,27,28,32,127
36,0.585,DISCRETE APPL MATH,444,16,42,59,25,23,30,27,18,20,17,167
37,1.138,PATTERN RECOGN LETT,438,1,49,96,41,42,13,33,21,27,26,89
38,3.022,IEEE T CIRC SYST VID,434,5,78,69,59,52,24,41,31,16,26,33
39,1.138,J ALGORITHM,425,6,24,25,22,34,34,21,34,18,19,188
40, ,IEEE T SYST MAN CYB,422,4,11,3,2,8,6,9,4,1,4,370
41,0.824,EUR J OPER RES,409,11,37,28,38,29,33,34,27,18,43,111
42,0.978,COMPUT NETW,406,4,26,45,80,29,52,34,46,14,25,51
43,1.665,NEURAL NETWORKS,405,3,42,15,39,31,38,25,26,23,14,149
44,2.280,J CRYPTOL,397,3,24,17,33,21,62,17,23,20,21,156
45,4.529,ACM T INFORM SYST,393,0,40,34,45,37,56,43,32,7,6,93
46,4.317,VLDB J,387,5,41,58,40,121,34,8,7,14,14,45
47,1.946,IEEE COMMUN MAG,381,2,45,48,78,52,34,18,15,46,9,34
48,1.820,IEEE T SIGNAL PROCES,377,4,22,66,43,24,17,12,28,24,28,109
49,1.017,ALGORITHMICA,366,1,32,30,29,40,18,17,28,23,34,114
50,1.490,IEEE T COMMUN,357,0,3,12,22,17,9,13,10,8,5,258
51,5.229,J MOL BIOL,349,2,8,10,13,24,16,37,14,18,15,192
52,1.383,IMAGE VISION COMPUT,346,14,21,51,21,41,32,36,29,14,12,75
53,1.282,COMPUTER,333,0,39,40,38,32,30,21,11,20,17,85
54,0.900,J PARALLEL DISTR COM,328,4,15,61,29,23,15,18,19,35,24,85
55,2.045,ACM T COMPUT SYST,319,0,6,21,17,27,9,6,12,11,13,197
56,2.132,J COMPUT PHYS,319,0,7,25,7,14,10,20,19,18,18,181
57, ,P SOC PHOTO-OPT INS,312,0,47,37,46,33,35,23,26,30,14,21
58,1.039,FUZZY SET SYST,311,4,16,24,15,28,26,17,14,22,20,125
59,3.257,IEEE T EVOLUT COMPUT,308,0,26,44,84,26,24,45,8,51,0,0
60,2.560,IEEE INTELL SYST,303,3,60,41,37,73,14,58,14,0,1,2
61, ,THEOR COMPUT,293,30,21,15,20,15,18,14,7,6,10,137
62,1.833,ACM T DATABASE SYST,292,0,24,20,10,17,19,30,7,15,11,139
63,2.304,IEEE INTERNET COMPUT,287,9,61,69,73,19,22,10,19,4,0,1
64,1.583,J AM SOC INF SCI TEC,284,6,23,14,30,27,11,14,17,14,8,120
65,2.159,IEEE T AUTOMAT CONTR,279,0,18,38,14,19,18,12,24,8,9,119
66,2.792,IEEE NETWORK,275,2,31,35,26,38,37,47,20,8,2,29
67,1.468,COMPUT VIS IMAGE UND,263,0,10,34,5,33,29,27,18,14,32,61
68,1.333,IEEE SOFTWARE,263,0,16,36,30,19,17,10,26,14,11,84
69,2.676,COMPUT LINGUIST,257,1,11,22,9,15,13,3,23,17,22,121
70,7.489,PHYS REV LETT,250,2,11,19,22,24,27,8,27,16,8,86
71,0.650,FUND INFORM,247,7,23,37,39,18,16,14,18,12,36,27
72, ,P SOC PHOTO-OPT INST,246,19,22,18,21,20,23,20,19,8,11,65
73,0.175,ACM SIGPLAN NOTICES,243,1,10,23,23,25,21,16,12,6,5,101
74,4.027,J MACH LEARN RES,241,6,44,85,48,50,4,0,0,0,0,4
75,3.149,MED IMAGE ANAL,235,5,47,25,16,37,16,16,28,8,37,0
76, ,THESIS MASS I TECH,235,4,16,23,20,21,28,21,12,4,5,81
77, ,COMMUNICATION,234,37,61,29,11,7,9,7,3,8,4,58
78,5.288,NEUROIMAGE,234,7,59,42,36,26,17,13,13,12,2,7
79,1.908,SCI AM,232,0,3,7,2,107,6,4,3,0,2,98
80,1.568,EVOL COMPUT,231,0,8,9,19,14,58,29,20,8,8,58
81,1.027,INFORM SYST,231,10,30,22,21,33,20,17,20,3,5,50
82,2.418,PHYS REV E,230,1,32,28,41,52,18,17,12,9,3,17
83,1.155,SIGMOD REC,227,2,44,18,37,31,16,15,8,23,5,28
84,0.556,COMPUT COMMUN,226,5,21,33,38,22,21,16,24,9,15,22
85,0.855,PARALLEL COMPUT,225,1,20,24,36,22,19,9,16,12,24,42
86, ,COMPUTERS INTRACTABI,224,0,0,0,0,0,1,0,0,0,0,223
87, ,P IEEE INFOCOM,222,10,35,38,32,24,38,19,8,3,9,6
88,0.885,SIAM J DISCRETE MATH,222,0,8,23,7,16,12,9,12,16,7,112
89,0.346,DISCRETE MATH,221,0,7,11,13,9,10,14,4,8,9,136
90,1.108,IEEE T SYST MAN CY B,220,5,55,17,23,14,16,16,21,8,44,1
91,0.790,NEUROCOMPUTING,219,7,33,47,50,8,11,5,33,8,7,10
92,1.100,ACTA INFORM,218,1,2,19,7,4,7,4,11,10,14,139
93,0.470,J SYMBOLIC LOGIC,218,3,6,4,3,8,12,6,10,18,2,146
94,1.255,IBM SYST J,213,0,17,34,28,45,19,5,9,2,9,45
95,1.669,MANAGE SCI,212,0,4,7,4,2,7,13,13,5,11,146
96,2.446,J COMPUT BIOL,211,1,12,21,24,39,38,19,27,9,7,14
97, ,ADV NEURAL INFORMATI,209,4,23,26,16,17,12,8,13,4,19,67
98,1.016,ELECTRON LETT,209,2,18,21,38,6,24,11,11,12,15,51
99,0.734,SCI COMPUT PROGRAM,208,5,15,12,17,14,13,7,10,7,8,100
100,1.219,OPER RES,207,0,1,5,2,5,3,4,11,7,4,165
101,1.863,PHYSICA D,207,3,9,5,5,9,7,6,4,20,5,134
102,1.509,SIAM J SCI COMPUT,207,0,3,15,12,18,13,19,24,8,14,81
103,1.085,DATA KNOWL ENG,204,10,35,23,20,27,7,12,25,5,17,23
104, ,J LOGIC PROGRAM,204,0,0,0,0,1,21,12,27,14,11,118
105,2.247,J ARTIF INTELL RES,202,4,16,25,24,7,8,30,13,19,20,36
106,0.742,NETWORKS,202,2,6,12,10,8,9,2,7,3,1,142
107,0.691,COMPUT J,201,7,10,16,12,12,6,9,10,11,9,99
108,1.192,INFORM PROCESS MANAG,199,8,13,16,10,13,29,16,8,11,4,71
109, ,ELECT NOTES THEORETI,198,17,24,37,36,45,13,6,7,3,3,7
110,1.497,MATH PROGRAM,197,1,2,37,13,11,7,8,5,5,8,100
111,3.000,ACM T SOFTW ENG METH,195,0,6,26,27,8,19,8,11,38,18,34
112,0.517,J SYMB COMPUT,194,1,2,12,15,16,12,7,6,9,10,104
113,3.652,ACM T GRAPHIC,192,2,28,58,25,5,1,6,6,4,6,51
114,1.398,BIOL CYBERN,192,1,3,1,2,7,10,1,3,5,1,158
115,0.406,SOFTWARE PRACT EXPER,192,2,13,7,29,15,10,10,10,4,7,85
116, ,P ACM SIGMOD INT C M,189,0,11,13,10,11,10,15,23,15,12,69
117, ,IEEE PERS COMMUN,188,1,0,0,1,34,59,24,23,26,5,15
118,0.694,SIGNAL PROCESS,188,1,4,18,12,12,2,10,35,6,4,84
119, ,PATTERN CLASSIFICATI,187,0,1,0,1,93,36,0,0,0,4,52
120,1.637,APPL OPTICS,186,1,5,36,9,15,10,11,12,20,3,64
121,1.486,IEEE T ROBOT,184,0,6,18,19,14,9,11,14,5,15,73
122, ,GENET PROGRAMMING,182,1,8,25,7,5,16,9,22,7,5,77
123,1.252,IEEE T CIRCUITS-I,182,0,13,58,34,20,11,8,7,5,6,20
124, ,COMPUT VISION GRAPH,180,0,0,0,0,0,0,0,1,0,0,179
125, ,J COMPUT SECURITY,178,2,14,27,20,10,5,22,36,7,17,18
126,0.600,IEEE T CONSUM ELECTR,177,1,25,28,16,6,35,8,18,5,1,34
127,1.333,FORM METHOD SYST DES,175,0,22,15,12,44,3,11,4,19,17,28
128,2.105,DATA MIN KNOWL DISC,171,1,11,17,17,10,5,14,60,34,1,1
129, ,IEEE INFOCOM,171,8,25,40,30,25,17,12,5,2,3,4
130, ,P ACM SIGCOMM,169,0,6,15,25,77,6,11,7,5,5,12
131,0.206,COMPUT GRAPHICS-US,168,0,1,0,0,0,9,8,10,5,7,128
132,0.853,MATH COMPUT,168,2,4,3,7,4,6,9,3,1,2,127
133, ,INFORM PROCESSI,167,1,2,9,5,9,12,4,10,1,3,111
134,10.139,GENOME RES,165,1,27,41,37,22,11,10,11,1,3,1
135, ,P IEEE C COMP VIS PA,163,3,11,21,2,29,29,13,7,18,3,27
136,0.629,COMP GEOM-THEOR APPL,161,1,11,8,4,11,23,12,25,15,4,47
137,1.222,NUMER MATH,161,0,1,11,5,12,5,3,0,8,7,109
138,1.000,IEEE T COMPUT AID D,160,1,7,12,17,12,17,19,10,5,10,50
139,1.392,SIAM J NUMER ANAL,158,0,4,18,17,11,9,3,10,10,4,72
140,2.027,VISION RES,158,2,11,6,11,15,21,6,22,24,7,33
141,0.723,INFORM SCIENCES,156,1,16,9,19,9,10,10,28,5,2,47
142, ,NAT STAT LEARNING,156,0,0,0,0,1,15,8,7,1,1,123
143,1.961,J ROY STAT SOC B,155,0,2,2,2,0,1,2,2,3,8,133
144, ,THESIS,155,3,27,22,23,12,8,9,5,5,4,37
145,1.069,DISTRIB COMPUT,154,3,6,8,18,10,15,4,16,6,4,64
146, ,P VLDB,153,1,11,24,25,25,11,8,11,6,16,15
147,0.330,IEICE T FUND ELECTR,152,5,12,20,29,21,9,18,6,6,17,9
148,1.348,INT J HUM-COMPUT ST,152,6,12,29,6,10,7,15,9,20,7,31
149,7.506,J NEUROSCI,150,2,9,13,11,9,13,16,11,11,15,40
150,1.238,IEEE MICRO,148,2,19,9,10,15,20,11,6,12,16,28
151,2.036,IEEE PERVAS COMPUT,147,3,27,43,72,0,0,0,0,0,0,2
152,1.152,IEEE COMPUT GRAPH,146,1,7,6,15,14,18,9,6,7,5,58
153,0.842,COMBINATORICA,145,1,3,4,2,6,7,9,6,7,2,98
154,1.701,IEEE T FUZZY SYST,144,1,11,7,13,19,22,12,6,6,13,34
155, ,INTRO ALGORITHMS,144,0,1,0,3,68,2,2,3,4,0,61
156,1.857,IEEE T BIO-MED ENG,143,1,26,3,11,9,9,8,14,6,5,51
157,2.036,INFORM RETRIEVAL,143,1,21,9,5,16,12,14,3,1,3,58
158, ,IEEE T ACOUST SPEECH,141,0,0,0,0,0,0,1,0,0,1,139
159,1.710,J AM STAT ASSOC,141,0,3,1,9,5,3,1,6,6,6,101
160,3.508,MAGN RESON MED,141,4,11,22,14,13,13,18,6,6,9,25
161, ,MATH STRUCT COMP SCI,141,5,16,15,12,18,15,2,10,7,15,26
162, ,THESIS U CALIF,141,0,9,10,17,6,22,10,6,8,7,46
163,2.683,PHYS MED BIOL,140,4,25,25,16,20,6,7,7,3,5,22
164,0.744,J SYST SOFTWARE,139,7,25,34,19,10,17,7,0,3,2,15
165,2.197,J MATH IMAGING VIS,138,10,40,16,7,12,22,8,6,5,0,12
166,25.797,NAT GENET,137,0,6,17,17,35,32,16,5,0,3,6
167, ,IEEE T CIRCUITS SYST,136,1,5,6,7,8,2,4,0,4,7,92
168,1.597,IEEE T MULTIMEDIA,136,9,26,19,27,22,9,23,0,0,0,1
169, ,DIGITAL IMAGE PROCES,135,0,3,4,44,6,7,0,1,4,6,60
170,0.555,FUTURE GENER COMP SY,135,12,23,12,24,7,20,20,2,6,3,6
171,0.860,IEEE T VEH TECHNOL,135,3,7,8,18,10,7,16,10,7,6,43
172,0.638,INT J PATTERN RECOGN,134,0,29,17,11,11,6,17,3,7,2,31
173,1.018,WIREL NETW,134,0,19,7,39,20,4,11,3,17,4,10
174,1.693,AUTOMATICA,133,1,6,11,11,8,12,26,3,9,2,44
175,0.735,DISCRETE COMPUT GEOM,133,0,7,5,4,13,9,11,9,2,4,69
176, ,P IEEE INT C IM PROC,133,0,9,20,25,18,14,5,14,12,7,9
177, ,STAT LEARN THEORY,133,0,1,0,0,0,0,0,129,0,0,3
178,4.682,HUM-COMPUT INTERACT,132,1,4,25,7,56,5,2,7,4,3,18
179, ,FORM ASP COMPUT,131,0,3,19,13,5,12,9,1,5,9,55
180, ,CVPR,130,7,30,25,1,13,19,4,5,8,5,13
181,0.659,J COMB THEORY B,130,1,5,6,0,6,5,3,0,6,4,94
182,0.906,MATH OPER RES,130,0,9,3,4,4,4,4,7,6,5,84
183,0.875,J AUTOM REASONING,129,3,4,21,13,9,22,7,9,8,3,30
184,1.959,J THEOR BIOL,129,4,10,6,7,2,6,4,6,5,5,74
185, ,DES PATTERNS ELEM,125,0,0,0,0,0,0,0,0,1,1,123
186,0.860,IEEE T VLSI SYST,125,0,17,12,12,14,16,11,6,6,12,19
187,1.120,SIAM J APPL MATH,125,1,5,1,5,4,6,4,9,0,2,88
188, ,GENET ALGORITHMS S,124,0,0,0,0,0,1,1,2,0,1,119
189,1.550,PHYS LETT A,124,3,16,37,10,8,6,6,3,2,1,32
190,5.377,RADIOLOGY,124,0,9,10,11,14,9,11,3,6,10,41
191,1.675,ANN STAT,123,0,12,2,5,2,15,5,22,2,1,57
192,1.562,INT J GEOGR INF SCI,123,8,10,8,4,17,8,10,10,5,2,41
193,3.853,J NEUROPHYSIOL,123,3,8,7,18,10,11,5,10,12,7,32
194,0.756,PERFORM EVALUATION,123,6,13,9,18,13,6,10,7,1,7,33
195, ,UCI REPOSITORY MACHI,123,0,0,0,0,0,0,1,82,3,8,29
196,1.144,BIOSYSTEMS,122,10,12,16,9,8,12,17,8,12,5,13
197,1.457,IEEE T VIS COMPUT GR,122,3,12,14,25,11,17,17,5,9,4,5
198,1.764,J OPT SOC AM A,122,0,1,12,3,8,3,1,4,12,5,73
199, ,MODEL CHECKING,122,0,0,0,0,2,23,97,0,0,0,0
200, ,P ACM SIGMOD,122,0,7,14,8,15,10,12,8,7,6,35
201,1.109,INT J HIGH PERFORM C,121,9,9,31,5,49,12,5,0,0,0,1
202,4.533,J COGNITIVE NEUROSCI,121,0,4,3,7,3,6,1,4,7,3,83
203,3.192,MED PHYS,121,1,13,20,7,14,7,8,7,5,10,29
204,1.500,IEEE MULTIMEDIA,120,5,15,11,22,21,8,12,4,3,10,9
205, ,P CVPR,118,3,31,21,0,15,16,8,4,7,4,9
206,7.213,SIAM REV,118,2,4,22,1,4,3,11,5,9,6,51
207,0.532,COMPUT INTELL,117,13,7,3,13,15,5,2,11,1,2,45
208,7.986,PSYCHOL REV,117,0,2,2,1,1,0,3,1,6,2,99
209,2.000,COMPUT COMPLEX,116,1,4,1,2,6,5,3,7,2,2,83
210, ,HDB APPL CRYPTOGRAPH,116,0,0,0,0,4,0,0,0,68,40,4
211,1.234,J INTELL INF SYST,116,0,5,14,8,13,5,2,31,9,7,22
212,0.525,ANN OPER RES,111,4,17,9,11,8,3,8,5,8,10,28
213,0.933,J LOGIC COMPUT,111,1,3,19,5,4,8,12,19,4,3,33
214,0.827,T AM MATH SOC,110,1,1,0,3,1,0,0,0,0,2,102
215, ,GRID BLUEPRINT NEW C,108,0,12,4,0,0,0,60,31,0,0,1
216,0.597,OPER RES LETT,108,5,13,4,6,8,7,4,9,13,6,33
217,0.923,MOBILE NETW APPL,106,1,11,23,27,15,3,4,5,8,8,1
218, ,P INT C VER LARG DAT,106,1,7,12,15,10,13,8,5,5,5,25
219,4.684,PROTEINS,106,1,9,7,19,4,7,15,8,7,3,26
220, ,INT J SUPERCOMPUTER,104,0,1,0,1,81,0,0,1,3,0,17
221,0.821,IEEE T SYST MAN CY A,103,3,6,13,5,16,22,7,11,11,9,0
222, ,OWL WEB ONTOLOGY LAN,103,2,71,12,4,0,0,0,0,0,0,14
223,0.564,J VIS COMMUN IMAGE R,101,0,1,5,27,6,10,17,9,5,4,17
224,1.024,RANDOM STRUCT ALGOR,101,1,3,11,8,10,12,13,3,8,5,27
225,1.632,DISTRIB PARALLEL DAT,100,1,7,30,15,9,5,8,4,0,3,18
226,2.714,IEEE SIGNAL PROC MAG,100,6,11,13,10,20,11,10,3,9,4,3
227, ,SPRINGER LECT NOTES,100,6,25,15,5,13,6,2,2,1,6,19
228,1.969,IEEE J SOLID-ST CIRC,99,0,9,4,2,8,6,4,8,6,12,40
229,2.179,KNOWL ENG REV,99,0,9,19,12,3,6,2,3,1,18,26
230,0.541,ANN MATH ARTIF INTEL,98,1,7,6,23,9,3,7,8,4,3,27
231, ,AT&T TECH J,98,0,0,0,0,0,0,0,0,0,0,98
232,1.039,IBM J RES DEV,98,6,4,6,2,6,1,0,2,2,4,65
233,2.626,ECONOMETRICA,97,1,1,0,1,2,6,0,2,1,0,83
234,0.667,REAL-TIME SYST,97,2,9,3,17,10,16,2,4,4,5,25
235,1.521,AI MAG,96,2,4,14,4,6,4,5,7,19,5,26
236, ,ICDE,96,12,17,14,16,8,6,5,5,4,3,6
237,0.242,IEICE T INF SYST,96,4,12,21,13,13,11,6,4,5,2,5
238, ,IN PRESS LNCS,96,59,20,3,0,0,0,0,0,0,0,14
239, ,LECT NOTES MATH,96,0,0,5,5,0,0,0,3,3,1,79
240,0.476,ANN PURE APPL LOGIC,95,6,5,1,5,8,7,8,1,4,3,47
241,0.535,CONCURR COMP-PRACT E,95,17,27,13,25,11,1,0,0,0,0,1
242,0.641,COMPUT GRAPH-UK,94,2,7,8,9,13,7,11,9,4,1,23
243,1.058,IEEE COMMUN LETT,94,3,12,27,30,8,2,0,8,3,0,1
244,0.500,NEW GENERAT COMPUT,94,0,12,0,18,2,1,1,3,0,0,57
245, ,C4 5 PROGRAMS MACHIN,93,0,0,0,0,0,0,0,0,0,1,92
246,0.746,COMPUT OPER RES,93,2,11,8,7,8,8,8,9,8,4,20
247,0.348,IEICE T COMMUN,93,2,11,18,12,16,11,5,5,8,1,4
248,1.857,ARTIF LIFE,91,0,4,3,4,16,7,17,7,5,1,27
249, ,ENTCS,90,4,18,18,15,14,3,5,6,2,1,4
250,0.435,INFORM SOFTWARE TECH,90,1,12,11,11,8,8,13,5,4,5,12
251,0.590,LINEAR ALGEBRA APPL,90,1,10,2,2,8,12,3,10,2,2,38
252, ,P IEEE S SEC PRIV,90,0,5,7,9,6,5,10,6,8,7,27
253, ,SOFTWARE ARCHITECTUR,90,0,0,15,2,2,4,7,20,2,35,3
254, ,COGNITIVE SCI,89,0,2,1,3,4,1,1,1,8,0,68
255,0.661,DESIGN CODE CRYPTOGR,89,2,11,7,10,8,14,1,7,8,2,19
256, ,HANDB THEOR COMP,89,0,0,0,0,0,0,0,0,0,0,89
257, ,IEEE C COMP VIS PATT,89,3,10,10,1,9,14,10,5,12,5,10
258, ,IEEE DATA ENG B,89,0,1,16,13,20,9,20,0,2,0,8
259, ,UNIFIED MODELING LAN,89,3,11,2,0,5,0,46,12,4,1,5
260, ,IN PRESS LECT NOTES,88,47,29,2,0,0,0,0,0,0,0,10
261,0.959,INT J APPROX REASON,88,4,4,11,11,4,4,4,4,10,14,18
262, ,J SOFTWARE,88,3,28,28,7,5,9,1,6,1,0,0
263, ,NEURAL NETWORKS COMP,87,0,0,0,1,2,0,60,5,0,0,19
264, ,ADV CRYPTOLOGY CRYPT,86,1,1,3,8,6,0,4,2,6,7,48
265,0.743,COMPUT SECUR,85,1,15,14,6,4,4,6,1,1,1,32
266,1.236,EXPERT SYST APPL,85,5,17,11,20,4,6,4,1,5,4,8
267, ,HDB FORMAL LANGUAGES,85,0,0,0,0,0,0,0,0,81,3,1
