Citing Journal Data: PSYCHOLOGICAL REVIEW,,,,,,,,,,,,,,
,Impact Factor,Cited Journal,All Yrs,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,Rest
1, ,ALL Journals,3848,39,137,190,245,240,221,216,170,201,158,2031
2, ,ALL OTHERS (860),860,21,45,52,41,48,46,49,34,38,29,457
3,6.069,PSYCHOL REV,306,12,11,8,20,14,17,23,8,8,20,165
4,3.172,J PERS SOC PSYCHOL,138,0,6,11,9,12,10,9,3,5,6,67
5,2.753,J EXP PSYCHOL LEARN,113,1,5,15,13,7,11,6,7,13,2,33
6,2.247,J EXP PSYCHOL HUMAN,109,0,4,2,5,6,8,2,2,7,3,70
7,1.252,PERCEPT PSYCHOPHYS,90,0,3,2,3,3,4,9,6,6,2,52
8,1.507,MEM COGNITION,76,0,2,5,4,2,3,1,7,4,2,46
9,3.463,COGNITIVE PSYCHOL,59,0,2,1,3,4,1,1,3,3,3,38
10,2.622,COGNITION,55,0,1,2,4,1,6,2,4,11,1,23
11,6.913,PSYCHOL BULL,53,0,0,4,3,2,4,3,5,3,2,27
12, ,VISION RES,50,0,2,1,2,7,5,3,4,0,2,24
13,1.200,ORGAN BEHAV HUM DEC,49,0,2,3,3,13,2,10,0,2,0,14
14, ,SCIENCE,38,0,1,0,2,3,2,1,2,4,2,21
15, ,J EXP PSYCHOL,37,0,0,0,0,0,0,0,0,0,0,37
16,2.638,J MEM LANG,37,0,0,3,4,1,2,1,2,5,2,17
17,1.365,J EXP PSYCHOL ANIM B,36,0,1,5,4,2,3,5,2,2,1,11
18,1.105,ANIM LEARN BEHAV,35,0,1,1,2,2,5,1,3,2,3,15
19,1.172,J EXP ANAL BEHAV,33,0,1,0,0,0,1,2,1,2,2,24
20,3.636,J EXP PSYCHOL GEN,30,1,1,1,4,2,2,2,2,0,4,11
21,5.250,ADV EXP SOC PSYCHOL,27,0,1,1,0,2,1,1,0,2,0,19
22, ,J VERB LEARN VERB BE,27,0,0,0,0,0,0,0,0,0,0,27
23,2.778,NEUROPSYCHOLOGIA,27,0,0,0,1,1,3,2,1,2,1,16
24,2.768,CHILD DEV,26,0,0,1,0,2,2,1,2,1,0,17
25, ,J ACOUST SOC AM,25,0,0,0,0,0,2,1,0,1,1,20
26,2.180,COGNITIVE NEUROPSYCH,24,0,0,1,4,1,1,0,3,1,1,12
27,1.481,J EXP SOC PSYCHOL,24,0,0,0,2,4,0,1,1,0,2,14
28,1.056,J MATH PSYCHOL,21,0,0,0,0,0,1,1,1,4,0,14
29,1.065,MUSIC PERCEPT,20,0,2,1,0,3,0,2,0,2,0,10
30,1.193,PERCEPTION,20,0,0,1,1,2,1,3,1,0,0,11
31,2.565,PSYCHOL SCI,20,0,2,2,5,3,1,1,2,1,2,1
32,1.580,PSYCHON B REV,20,0,2,0,7,4,6,1,0,0,0,0
33, ,B PSYCHONOMIC SOC,19,0,0,0,0,0,0,0,0,1,1,17
34, ,NATURE,19,0,0,3,1,5,2,0,1,1,1,5
35,1.473,BRAIN LANG,18,0,0,1,3,2,0,3,1,2,0,6
36,5.851,ANNU REV PSYCHOL,17,0,0,3,1,3,1,0,1,0,0,8
37,1.452,Q J EXP PSYCHOL-A,17,0,0,2,0,3,1,2,1,0,2,6
38,1.267,ACTA PSYCHOL,16,0,0,1,0,2,0,0,0,0,3,10
39,1.629,COGNITIVE SCI,16,0,1,0,0,0,0,1,1,2,1,10
40,14.250,BEHAV BRAIN SCI,15,0,2,0,0,0,1,3,1,2,1,5
41, ,PARALLEL DISTRIBUTED,15,0,0,0,0,0,0,0,0,0,0,15
42,0.286,AM J PSYCHOL,14,0,0,0,1,0,0,0,0,0,0,13
43,6.857,AM PSYCHOL,14,0,2,0,0,1,0,0,1,0,0,10
44, ,CORTEX,14,0,1,0,0,0,1,2,1,0,0,9
45,1.639,J BEHAV DECIS MAKING,14,0,0,0,14,0,0,0,0,0,0,0
46,1.156,LEARN MOTIV,14,0,0,0,1,0,0,2,0,0,2,9
47,1.053,BRIT J PSYCHOL,13,0,1,0,0,1,0,0,1,0,0,10
48,2.044,DEV PSYCHOL,13,0,3,3,0,1,1,0,1,0,0,4
49,5.115,J COGNITIVE NEUROSCI,13,0,1,2,0,2,1,1,2,2,0,2
50,0.875,LANG COGNITIVE PROC,13,0,1,1,1,2,4,0,3,0,0,1
51,1.205,PERS SOC PSYCHOL B,13,0,1,2,1,0,1,2,2,1,0,3
52, ,PSYCHOL LEARN MOTIV,13,0,0,0,0,3,0,0,0,1,1,8
53,1.360,PSYCHOL RES-PSYCH FO,13,0,2,2,0,0,0,0,0,2,2,5
54, ,BIOL CYBERN,12,0,0,0,0,0,0,1,0,1,0,10
55, ,CAN J PSYCHOL,12,0,0,0,0,0,0,0,0,0,0,12
56, ,INVEST OPHTH VIS SCI,12,0,0,2,2,2,1,0,0,0,0,5
57, ,J EXP PSYCHOL ANIMA,12,0,2,0,0,0,0,0,0,1,0,9
58, ,J EXP PSYCHOL GENER,12,0,0,0,0,0,0,0,0,0,0,12
59, ,P NATL ACAD SCI USA,12,0,0,0,3,2,2,0,0,0,0,5
60, ,VISUAL NEUROSCI,12,0,1,0,2,1,2,0,0,4,1,1
61, ,CONNECTIONIST MODELS,11,0,1,5,0,0,5,0,0,0,0,0
62, ,J NEUROSCI,11,0,0,2,3,4,0,0,0,0,0,2
63, ,J OPT SOC AM,11,0,0,0,1,0,0,0,0,0,0,10
64, ,ATTENTION PERFORM,10,0,0,0,0,0,0,1,1,0,0,8
65,0.750,BEHAV RES METH INS C,10,0,0,1,3,3,0,0,0,1,0,2
66, ,BRAIN,10,0,0,0,0,0,0,0,0,2,1,7
67, ,PERSONALITY SOC P,10,1,0,0,7,1,0,0,0,0,0,1
68,3.246,PSYCHOSOM MED,10,0,1,0,1,0,2,0,2,1,0,3
69, ,AUTOBIOGRAPHICAL MEM,9,0,0,0,0,1,0,0,0,0,0,8
70,1.276,J EXP CHILD PSYCHOL,9,0,0,0,0,0,0,1,0,1,0,7
71, ,J OPT SOC AM A,9,0,0,0,1,1,1,2,0,2,1,1
72, ,Q J EXP PSYCHOL,9,0,1,0,0,0,0,0,0,0,0,8
73, ,REMEMBERING OUR PAST,9,0,0,0,0,9,0,0,0,0,0,0
74,0.330,SCAND J PSYCHOL,9,0,0,0,1,1,0,1,2,0,1,3
75,1.415,SOC COGNITION,9,0,0,1,0,0,0,1,1,0,2,4
76, ,J COMP PHYSIOL PSYCH,8,0,0,0,0,0,0,0,0,0,0,8
77, ,J NEUROPHYSIOL,8,0,0,1,0,1,0,0,0,3,0,3
78, ,PSYCHOL LEARN MOT,8,0,0,0,2,1,0,1,1,0,0,3
79,0.929,APPL COGNITIVE PSYCH,7,0,0,3,0,1,1,0,0,0,0,2
80, ,IEEE T PATTERN ANAL,7,0,0,0,1,1,1,0,1,1,0,2
81, ,INTEGRATIVE NEUROBIO,7,0,7,0,0,0,0,0,0,0,0,0
82, ,BRAIN RES,6,0,0,0,0,1,0,0,0,0,0,5
83,1.863,COGNITION EMOTION,6,0,0,1,0,0,0,1,0,1,0,3
84,0.962,COGNITIVE DEV,6,0,0,0,0,0,2,0,1,0,1,2
85, ,COGNITIVE MODELS SPE,6,0,0,0,0,0,0,0,2,0,0,4
86, ,CONNECT SCI,6,0,0,0,0,0,0,5,0,0,1,0
87,1.240,ECOL PSYCHOL,6,0,0,0,0,0,1,1,2,1,1,0
88,1.069,EUR J SOC PSYCHOL,6,1,0,0,0,0,1,1,1,0,1,1
89, ,INFORM PROCESSI,6,0,0,0,0,0,0,0,0,0,0,6
90,3.352,J ABNORM PSYCHOL,6,0,0,0,0,0,0,0,0,0,0,6
91, ,MICE WOMEN ASPECTS F,6,0,0,0,0,0,0,0,0,6,0,0
92, ,PSYCHONEUROENDOCRINO,6,0,0,1,0,0,0,0,2,1,0,2
93,1.324,SPATIAL VISION,6,0,2,0,0,0,0,0,0,0,1,3
94, ,THEOR PERSPECT,6,0,0,0,0,0,0,0,0,6,0,0
95, ,ANIM BEHAV,5,0,0,0,0,0,1,1,0,0,0,3
96, ,ANN NY ACAD SCI,5,0,0,0,1,0,1,0,0,2,0,1
97,0.500,CAN J EXP PSYCHOL,5,0,1,0,0,2,2,0,0,0,0,0
98, ,CURR OPIN NEUROBIOL,5,0,0,1,2,0,1,0,1,0,0,0
99,0.452,EUR J COGN PSYCHOL,5,0,0,0,1,1,0,1,2,0,0,0
100, ,EUR REV SOCIAL,5,0,1,0,0,0,0,1,0,1,1,1
101,1.488,J PERS,5,0,0,0,0,0,1,0,0,1,0,3
102, ,J THEOR BIOL,5,0,0,0,0,0,1,0,0,0,0,4
103,1.522,MEMORY,5,0,1,1,1,2,0,0,0,0,0,0
104, ,NEURAL NETWORKS,5,0,0,0,0,1,0,0,1,0,3,0
